autor,dt_postagem,link,site,tags,texto,titulo
César Tizo,05/12/2018,https://www.motoo.com.br/honda-elite-125-custara-r-8250/,motoo,"Honda,Elite 125,Scooter","A Honda anunciou nesta quarta-feira (5) a estreia para a segunda quinzena de dezembro do Elite 125, mais novo modelo da marca para o mercado nacional e que se somará à gama de scooters de entrada da Honda por aqui, hoje composta pelo PCX 150 e o SH 150i. O Honda Elite 125 contará com 3 anos de garantia mais 7 trocas de óleo gratuitas. As opções de cores serão o Vermelho Perolizado, Azul Claro Perolizado, Branco e Preto.Posicionado como um modelo mais nobre, o Elite 125 conta com um design mais arrojado e bom nível de acabamento. O modelo conta com farol dotado de iluminação por LED, painel de instrumentos com tela circular em LCD com velocímetro digital, hodômetro total, indicador de nível do combustível e relógio. Complementam o painel áreas laterais ao instrumento principal, que agrupam as diversas luzes-alerta, formando um conjunto ao mesmo tempo eficiente quanto à informação e visualização, diurna ou noturna.A Elite 125 oferece tanque de combustível de 6,4 litros, banco de dois níveis situado a 772 mm do solo, o que facilita a condução em baixa velocidade e nas manobras, explica a Honda. O modelo conta com chassi de tubos de aço tipo underbone e um eficiente conjunto de suspensões. À frente, o garfo telescópico com curso de 90 mm está associado a uma roda de 12” com pneu de medida 90/90-12. Atrás, o sistema de monoamortecedor tem regulagem na carga da mola, curso de 70 mm e conta com pneu medida 100/90-10. O freio a disco dianteiro de 190 mm de diâmetro e o freio a tambor traseiro de 130 mm de diâmetro são equipados com o sistema CBS (Combined Brake System) de freios combinados.Para movimentar o scooter, a Elite 125 conta com um inédito motor de 124,9 cm³, monocilíndrico, 4 tempos OHC, a gasolina com arrefecimento a ar forçado por ventoinha e partida elétrica. Alimentado pelo sistema de injeção eletrônica PGM-FI, ele tem potência máxima de 9,34 cv a 7.500 rpm e torque máximo de 1,05 kgfm a 6.000 rpm (maior da categoria). Atuando em conjunto está a transmissão automática CVT, que requer manutenção mínima e oferece praticidade máxima, acrescenta a Honda.  ",Honda Elite 125 custará R$ 8.250
Redação,12/12/2018,https://www.motoo.com.br/scooters-compartilhadas-estreiam-em-sao-paulo/,motoo,"Scooter,Scooter compartilhada,Riba Share","O compartilhamento de veículos é uma tendência e em pouco tempo ele será inevitável. Entre os fatores mais importantes, o compartilhamento proporciona um transporte seguro por preço mais acessível, basta ver como crescem os aplicativos e empresas como Uber e 99.Mas agora chegou a vez de os usuários colocarem a mão na massa e dirigirem, ou melhor, pilotarem o seu próprio destino ao compartilharem scooters elétricas. A Riba Share, empresa com experiência de mobilidade urbana na Europa, disponibilizará, no dia 17 de dezembro, scooters elétricas que até o fim do primeiro semestre de 2019 somarão 200 unidades que circularão entre os bairros Itaim Bibi, Vila Olímpia e Berrini, na zona sul da capital paulista, onde se concentra grande número de empresas. De acordo com a Riba Share, até o fim do ano que vem estarão rodando aproximadamente mil unidades e o perímetro englobará bairros da Vila Madalena ao Morumbi.Como funcionaPor meio de um aplicativo, que pode ser instalado tanto em sistemas Android quanto iOS, o usuário localiza uma Riba Share por perto e a reserva, além de fazer o check-in e liberar a partida pelo app. Há um compartimento de carga que só é aberto por meio do aplicativo onde o piloto encontrará o capacete. Os primeiros 10 minutos custam R$ 5,90 e cada minuto extra soma R$ 0,59 ao valor total. Segundo a Riba, haverá um pacote com desconto para quem adquirir minutos antecipadamente, pelo cartão de crédito. As scooters não têm estações para recarga, ou seja, basta deixá-las em qualquer vaga delimitada para motos dentro da região de prestação de serviço e fazer o check-out. A bateria oferece carga suficiente para rodar 90 quilômetros. Caso esteja abaixo de 20% da capacidade, a moto fica bloqueada para novos usuários até que sua carga seja substituída. A velocidade máxima desse modelo é de 50 km/h. “O aplicativo e a scooter foram desenvolvidos como extensão um do outro, totalmente integrados. O resultado é uma experiência simples e intuitiva. É só montar, ligar e aproveitar a viagem. Sem poluição, sem trânsito, sem barulho”, diz o presidente da Riba Share, Fernando Freitas. As scooters não possuem marcha e são fáceis de pilotar, mas é preciso ter habilitação do tipo A. Para utilizar as motos a partir da próxima segunda-feira (17) é necessário fazer o cadastro no site ribashare.com.    Scooter elÃƒÂ©trica utilizada pela Riba Share Scooter elÃƒÂ©trica utilizada pela Riba Share                                                                                    ",Scooters compartilhadas estreiam em São Paulo
Redação,13/12/2018,https://www.motoo.com.br/honda-abre-museu-em-sao-paulo/,motoo,"Honda,Motos,Museu,Centro de treinamento","O Centro Educacional de Trânsito Honda (CETH) está completando 20 anos, mas quem ganha o presente são os amantes de moto.  A marca vai abrir ao público o seu museu particular, o Honda Fan Club, que fica em Indaiatuba, no interior de São Paulo. O espaço apresenta a história e curiosidades da marca que já está em solo brasileiro há 47 anos. A abertura será no dia 5 de janeiro de 2019 e os visitantes poderão conferir as motos históricas gratuitamente. As visitas serão gratuitas e acontecerão aos sábados, das 9h às 17h, sem necessidade de agendamento prévio.São 58 modelos, contando com as clássicas CG 125 de 1976, CBX 750 F 1986 e motocicletas mais recentes, como a CBR 1000 RR Fireblade, a edição comemorativa Marc Marquez.“O Honda Fan Club nasceu em 2013, como um museu particular da Honda e vem, ano a ano, agregando novos modelos, por meio dos quais pode-se contar a história das duas rodas no País. Assim, nada mais justo do que proporcionar a experiência de reviver e conhecer essa história aos motociclistas e admiradores da marca. Queremos dar oportunidade para que mais pessoas conheçam o nosso museu. Para o atendimento ao público, preparamos uma estrutura acessível e um ambiente especial alinhado com a história dos modelos em exposição. Ficaremos muito felizes com a visita de todos"", comenta Leonardo Almeida, Gerente dos Centros Educacionais de Trânsito Honda.Centro de TreinamentoCom 20 anos de funcionamento em Indaiatuba foi construído com o intuito de fortalecer as atividades de segurança e instruir os motoristas. De acordo com a montadora, só nessa unidade foram treinados mais de 130 mil pessoas com cursos teóricos, práticos e palestras. A fabricante japonesa conta com mais duas unidades, uma em Recife (PE) e outra em Manaus (AM), totalizando 260 mil treinamentos ao longo de duas décadas.“A Honda sempre enxergou a educação como peça fundamental na construção de um ambiente mais seguro para motoristas, motociclistas, pedestres e ciclistas. Por isso, além de investirmos continuamente em tecnologias de segurança para os nossos produtos, ano a ano temos fortalecido também nossas atividades de treinamento e conscientização”, explica Alexandre Cury, Diretor Comercial da Moto Honda da Amazônia.De acordo com a Honda, os CETH atendem os formadores de condutores, ou seja, instrutores de moto escolas e de Centros de Formação de Condutores e essa parceria é conduzida através contato com os Cetrans e Detrans de vários Estados do país. Além disso, o centro educacional também recebe frotistas de empresas privadas e motoristas que precisam de habilidade e técnica para atender à população, como os dos Bombeiros, Exército, Polícia Militar e SAMU.“Em 1974, demos início às atividades de pilotagem com cursos volantes nas principais cidades do Brasil. Cinco anos depois, em 1979, começamos a trabalhar com a formação de instrutores nas concessionárias da marca e nos anos seguintes as atividades foram ganhando cada vez mais força, até inaugurarmos, em 1998, o nosso primeiro CETH”, comenta Almeida.Confira abaixo os dias e horários de funcionamento do Museu Honda Fan ClubData: todos os sábadosHorário: das 09h às 17hLocal: Alameda Comendador Dr. Santoro Mirone, 1460 - Distrito Industrial João Narezzi, Indaiatuba - SP, 13347-300 Informações: (19) 3198-2615Observações: as visitas são gratuitas e os visitantes serão atendidos por ordem de chegada. Local com acessibilidade.    Museu Honda Fan Club Museu Honda Fan Club Museu Honda Fan Club Museu Honda Fan Club                                                                                    ",Honda abre museu em São Paulo
Redação,14/12/2018,https://www.motoo.com.br/bmw-comemora-50-mil-motos-fabricadas-no-brasil/,motoo,BMW,"A BMW promove, neste domingo (16), o primeiro Rider Day para comemorar as 50 mil motocicletas produzidas em solo verde-amarelo. O passeio terá início na Aldeia da Serra, em Santana de Parnaíba (SP), de onde o grupo de motociclistas sairá em direção à fazenda Terra da Mata, em Mairinque, também no interior de São Paulo.Na fazenda os participantes poderão conferir o programa oficial de experiências da BMW Motorrad (o BMW Rider Experience), que traz atividades e eventos para os amantes de motos e clientes da marca. Além disso, no local haverá atração musical e food trucks.Segundo a BMW, os participantes também poderão colaborar com uma ação beneficente que arrecadará alimentos não perecíveis ou itens de higiene pessoal à Associação das Voluntárias do Hospital Infantil Darcy Vargas.""O BMW Rider Day é uma forma de comemorarmos junto com nossos clientes e fãs da BMW Motorrad pela marca de 50 mil unidades produzidas no país, além de uma oportunidade de estreitarmos o nosso relacionamento com o nosso público"", comenta Gabriela Sterenberg, Gerente Sênior de Marketing da BMW Motorrad. O programa tem entrada franca e vagas limitadas, sujeitas à disponibilidade. Os interessados podem se inscrever por meio deste link. ",BMW comemora 50 mil motos fabricadas no Brasil
César Tizo,13/09/2018,https://www.motoo.com.br/moto-que-anda-sozinha-bmw-mostra-que-e-possivel/,motoo,"BMW,BMW autônoma,Moto autônoma,Moto anda sozinha,Moto roda sozinha","No mundo dos automóveis, a tecnologia de condução autônoma é um dos temas do momento e uma tendência praticamente sem volta para ganhar as ruas em mercados desenvolvidos a partir da próxima década.Mas será que as motos conseguirão coexistir nesse ambiente? Como será a pilotar uma moto em um mundo de carros sem motorista?A BMW mostra que essa coexistência não só será muito plausível como até prepara uma moto autônoma!A marca alemã revelou em seu BMW Motorrad Techday 2018 um avançado protótipo que usa como base uma R 1200 GS que é capaz de se locomover por aí sem qualquer ajuda de um piloto humano.Você pode conferir mais detalhes sobre o conceito no vídeo abaixo:Segundo a BMW, o protótipo foi “desenvolvido pelo engenheiro Stefan Hans e sua equipe, a motocicleta se movimenta de forma independente, acelera e desacelera, também de forma independente, até parar”. A fabricante alemã, contudo, explica que a ideia não é colocar no mercado uma moto que opere de forma completamente autônoma.“Com esta iniciativa inovadora, a BMW Motorrad, como promotora de novas tecnologias no campo do motociclismo, não pretende, de forma alguma, promover o lançamento de um veículo completamente autônomo. Em vez disso, a tecnologia criada a partir deste projeto deve servir como uma plataforma para o desenvolvimento de futuros sistemas para tornar a condução de uma motocicleta ainda mais segura, mais confortável, além de ampliar o prazer de pilotar, um dos pilares da marca”, explica a empresa em seu comunicado oficial.A BMW Motorrad também acrescenta que o objetivo de trabalhar em sua R 1200 GS autônoma é “reunir conhecimento adicional, com relação à dinâmica de pilotagem, para detectar precocemente situações de risco e, assim, assistir o motociclista com sistemas de segurança avançados para atravessar, com segurança, cruzamentos ou frear repentinamente, por exemplo”.   Conceito da BMW baseado em uma R 1200 GS capaz de rodar sem intervenÃƒÂ§ÃƒÂ£o humana Conceito da BMW baseado em uma R 1200 GS capaz de rodar sem intervenÃƒÂ§ÃƒÂ£o humana Conceito da BMW baseado em uma R 1200 GS capaz de rodar sem intervenÃƒÂ§ÃƒÂ£o humana                                                                                    ",Moto que anda sozinha? BMW mostra que é possível!
César Tizo,31/08/2018,https://www.motoo.com.br/piaggio-inicia-em-setembro-a-producao-da-vespa-eletrica/,motoo,"Vespa,Vespa Elettrica,Grupo Piaggio","O grupo Piaggio revelou nesta sexta-feira que vai iniciar a partir do mês que vem a produção da Vespa Elettrica, versão, como o nome sugere, da tradicional scooter com propulsão elétrica.Segundo a fabricante, a Vespa Elettrica terá um alcance de cerca de 100 km com uma carga completa das baterias, processo que, segundo a Piaggio pode ser feito em aproximadamente 4 horas em uma tomada doméstica. O conjunto de baterias terá capacidade para 1.000 ciclos, o suficiente para a moto rodar entre 50.000 e 70.000 km com as baterias originais dependendo do modo de utilização do scooter.Para ajudar a otimizar o alcance, a Vespa elétrica terá dois modos de condução, o Power e o Eco, sendo que o segundo limita a velocidade máxima da moto em 30 km/h. A Vespa Elettrica também contará com um sistema de regeneração de energia semelhante ao KERS usado na F1.Um diferencial interessante da Vespa movida a eletricidade é um sistema multimídia com tela de 4,3” que permite parear smartphones por meio de conexão Bluetooth.Uma alternativa bem interessante para quem desejar maior autonomia será a Vespa Elettrica X. A opção conta com um motor compacto a combustão, que funciona como um gerador e aumenta o alcance da moto para cerca de 200 km. Esse motor-gerador, contudo, só entra em funcionamento quando o nível de carga do conjunto de baterias fica muito baixo.Consultado pelo Motoo, o grupo Piaggio ainda não nos informou se pretende oferecer a Vespa Elettrica no Brasil.   Vespa Elettrica Vespa Elettrica Vespa Elettrica                                                                                    ",Piaggio inicia em setembro a produção da Vespa elétrica
César Tizo,24/08/2018,https://www.motoo.com.br/honda-cb-500x-e-cb-500f-estreiam-a-linha-2019/,motoo,"CB 500X,CB 500F,CBR 500R,Honda","Produzidas no Brasil desde 2014, a gama de média cilindrada da Honda estreia a linha 2019 nesta semana.Basicamente, a principal novidade vai para novas cores e grafismos para as opções naked e a crossover.A CB 500X 2019 estreia a cor Laranja Perolizado, além de Vermelho e Preto – as três com os mesmos grafismos característicos da linha. Já a CB 500F também terá a cor Laranja Perolizado, junto com Preto Perolizado com grafismos vermelhos e Vermelho Perolizado com grafismos em prata.Ainda modernas, mecanicamente as motos de média cilindrada não apresentam diferenças para a linha 2019. O motor segue o bicilíndrico de 50,4 cv de potência e 4,45 kgmf de torque envolvido por um chassi de tubos de aço tipo Diamond.Classificada pela Honda como uma “crossover”, a CB 500X tem apelo aventureiro e conta com suspensões de curso amplo, posição de pilotagem ereta e boa autonomia possibilitada pelo tanque com capacidade para 17,7 litros. Ela também oferece proteção do para-brisa (regulável em dois níveis de altura), pequena distância do banco em relação ao solo (810 mm) e pronta resposta ao acelerador. O seco é de apenas 183 kg e a pilotagem da CB 500X se caracteriza pela facilidade e conforto. A ergonomia permite que a pilotos de diferentes características físicas se adaptem com facilidade à moto. O guidão é largo e o sistema de freios a disco em ambas as rodas  contam com sistema ABS.A naked CB 500F, por sua vez, se destaca pelo visual mais agressivo e a proposta mais urbana. A bolha do tanque de combustível conta com aletas laterais enquanto o grupo ótico frontal e a rabeta exploram formas multifacetadas. A posição de pilotagem é mais esportiva e o peso a seco é baixo – 178 kg –, um fator fundamental para aprimorar a maneabilidade.Vale a pena destacar que a esportiva CBR 500R não sofre alterações e continua sendo oferecida como ano 2018 em cor única, no caso Vermelho.A linha tem três anos de garantia, sem limite de quilometragem. Os proprietários contam ainda com o serviço de assistência Honda Assistance 24h durante o período de vigência da garantia (3 anos) em todo o território nacional e em países do Mercosul, uma exclusividade Honda.Confira os preços da gama de média cilindrada da Honda na linha 2019:CB 500F (Preto Perolizado, Vermelho Perolizado): R$ 24.490CB 500F (Laranja Perolizado): R$ 24.890CB 500X (Preto, Vermelho): R$ 26.490CB 500X (Laranja Perolizado): R$ 26.890CBR 500R 2018 (Vermelho): R$ 24.900      Honda apresenta a linha 2019 da CB 500X e CB 500F Honda apresenta a linha 2019 da CB 500X e CB 500F Honda apresenta a linha 2019 da CB 500X e CB 500F Honda apresenta a linha 2019 da CB 500X e CB 500F                                                                                    ",Honda CB 500X e CB 500F estreiam a linha 2019
César Tizo,04/09/2018,https://www.motoo.com.br/harley-davidson-cria-sua-leitura-para-a-picape-ford-f-150/,motoo,"Ford,F-150,Harley-Davidson,Picape,Picape baseada na Harley","Por alguns anos a Ford e a Harley-Davidson produziam em conjunto uma versão especial baseada na picape F-150 com o objetivo de evocar as motocicletas da marca e atender os fãs de duas das mais relevantes marcas norte-americanas do setor automotivo.Como a Ford não se animou em preparar a série especial baseada na nova geração da picape, o jeito foi a Harley-Davidson buscar o seu modo de atender os fãs. Com isso, a H-D firmou uma parceria com a Tuscany Motor Company para, juntas, revelarem ao mundo o conceito de uma nova F-150 Harley-Davidson agora baseada na linha 2019 da picape.Como é possível conferir nas fotos, destacam-se no conjunto as rodas de liga leve aro 22” calçadas em generosos pneus todo-terreno de 35”, a suspensão especial com elevada altura em relação ao solo, dentre outros aprimoramentos. De acordo com a Harley, a inspiração para a F-150 conceitual foi a Fat Boy.Compondo o visual também encontramos uma entrada de ar no capô, apliques com cores e o logotipo da Harley-Davidson, escapamento Flowmaster com saída em alumínio, dentre outros.Segundo a Harley, a picape faz parte das comemorações dos 115 anos da marca e será exibida no Harley-Davidson Museum em Milwaukee. A Tuscany abriu um seu site uma lista de interessados na picape bem como está a procura de algumas concessionárias nos EUA interessadas em oferecer a picape com o visual baseado na Harley. Considerando que a F-150 é o veículo mais vendido nos EUA há mais de 40 anos, certamente alguns interessados deverão surgir...   Conceito da Ford F-150 Harley-Davidson baseada na nova geraÃƒÂ§ÃƒÂ£o da picape Conceito da Ford F-150 Harley-Davidson baseada na nova geraÃƒÂ§ÃƒÂ£o da picape Conceito da Ford F-150 Harley-Davidson baseada na nova geraÃƒÂ§ÃƒÂ£o da picape Conceito da Ford F-150 Harley-Davidson baseada na nova geraÃƒÂ§ÃƒÂ£o da picape                                                                                    ",Harley-Davidson cria sua leitura para a picape Ford F-150
,11/09/2018,https://www.motoo.com.br/ducati-scrambler-ganha-novidades-na-linha-2019/,motoo,"Ducati,Scrambler,Scrambler 2019","Um dos modelos mais descolados da marca, a Ducati antecipou alguns detalhes da linha 2019 da Scrambler, que deve ser apresentada de forma oficial ao público durante o Salão de Milão em novembro deste ano. As principais novidades da linha 2019, ficam por conta do acréscimo de luzes diurnas em LED no farol, a possibilidade de personalização para a bolha do tanque de combustível, o motor com pintura preta e novo visual para o defletor de calor do escapamento, pedais e rodas.Outras novidades ficam por conta de o banco ter ficado mais baixo – aumentando assim o conforto do piloto e do carona – e um novo revestimento na parte superior. Foram adicionados também novos comandos nos punhais e nos manetes.Para a linha 2019 da Scrambler, a Ducati também fez melhorias no quesito segurança, com uma nova embreagem de acionamento hidráulico e um novo sistema de freios ABS fabricado pela Bosch. Outra novidade ficou a cargo do painel de instrumentos, que agora conta com informações como indicador de marcha e mostrador do nível de combustível. Também faz estreia o sistema multimídia da Ducati, com conexão via Bluetooth para smartphones.Ainda não há previsão para venda do modelo no mercado nacional e valores do modelo no mercado europeu devem ser divulgados em breve.    Ducati Scrambler 2019 Ducati Scrambler 2019 Ducati Scrambler 2019 Ducati Scrambler 2019 Ducati Scrambler 2019                                                                                    ",Ducati Scrambler ganha novidades na linha 2019
César Tizo,10/09/2018,https://www.motoo.com.br/honda-cb250f-twister-2019-estreia-com-freios-combinados-de-serie/,motoo,"Honda,CB 250F Twister","A Honda revelou nesta segunda-feira (10) a linha 2019 da CB250F Twister, que traz novidades na estética e na segurança.Uma das principais melhorias na moto é a introdução do sistema de freios combinados (CBS) na versão de entrada, que não foi reajustada e segue tabelada em R$ 13.990.O sistema CBS colabora muito com a segurança na pilotagem sobretudo para os motociclistas iniciantes, um público considerável entre os consumidores da CB250F. Ao pressionar o pedal de freio, parte da força de frenagem é enviada ao disco dianteiro. Desse modo, quando o motociclista age em ambos os comandos – pedal e manete – a redução da velocidade se dá de maneira mais homogênea e segura, em espaços menores e com menor possibilidade de desestabilização. Dessa forma, o CBS corrige maus hábitos de frenagem, no caso o uso do freio traseiro em detrimento do dianteiro.A opção mais cara da CB 250F Twister, que conta com freios ABS e preço sugerido de R$ 14.990, passa a oferecer como opção a exclusiva cor Laranja com rodas na mesma cor, uma alusão à RC 213V pilotada por Marc Márquez no Mundial de MotoGP. O preço da CB 250F Twister com ABS, segundo a Honda acrescenta, foi reduzido em relação ao praticado até a linha anterior. A CB Twister vermelha pode ser escolhida com freios ABS ou CBS enquanto as cores prata metálico e branco vêm exclusivamente na versão de entrada, CBS.A CB 250F Twister 2019 também passa contar com novos grafismos e o painel digital agora também exibe informações como consumo médio e instantâneo. A Honda ainda oferece três anos de garantia sem limite de quilometragem e sete trocas de óleo.     Honda CB Twister 2019 Honda CB Twister 2019 Honda CB Twister 2019                                                                                    ",Honda CB250F Twister 2019 estreia com freios combinados de série
César Tizo,27/08/2018,https://www.motoo.com.br/moto-mais-vendida-do-brasil-honda-cg-estreia-a-linha-2019/,motoo,"Honda,CG 2019","Moto mais popular nas ruas e avenidas do Brasil – e, não por acaso, a líder em vendas há 40 anos – a Honda CG estreia a linha 2019 nesta semana.Com novidades discretas, basicamente a CG 2019 chega ao mercado com novas cores e grafismos e uma nova roda de liga leve para a CG 160 Fan e a CG 160 Cargo.A CG 160 Titan 2019 é oferecida em três novas cores: vermelho e azul perolizado, além do prata metálico. Dentre os grafismos inéditos, o destaque vai para uma faixa na bolha do tanque de combustível, na parte superior central da peça, que faz uma referência à esportivas da família CBR.A CG 160 Fan 2019 terá também três opções de cores: o tradicional preto, um novo vermelho e a nova opção cinza metálico, todas complementadas por grafismos atualizados e pelas novas rodas de liga-leve, com o mesmo design da Titan.Já a CG 160 Start também recebe a nova tonalidade de vermelho e mantém a opção em preto no modelo 2019. A CG 160 Cargo permanece disponível em opção única no novo modelo, portanto apenas na cor branca.As versões CG 125i Cargo e CG 125i Fan não sofrem alterações e continuam sendo comercializas como modelo 2018 nas cores branco, no caso da CG 125i Cargo, e vermelho e preto na CG 125i Fan.Mecanicamente nada muda e a gama CG 160 segue movida pelo motor monocilíndrico de 4 tempos com 162,7 cm³. Ele entrega até 15,1 cv com etanol ou 14,9 cv com gasolina a 8.000 rpm. O torque máximo, por sua vez, fica em 1,54 kgfm com etanol ou 1,40 kgfm com gasolina a 6.000 rpm.Já a CG 125i Fan é equipada com o um monocilíndrico de 4 tempos com 124,7 cm³. Ele entrega 11,8 cv de potência máxima a 8.500 rpm e 1,06 kgfm de torque a 5.000 rpm. Os dois motores trabalham com uma transmissão de 5 marchas e embreagem multidisco banhada a óleo. Em um breve retrospecto, vale a pena destacar que em 2014 a linha CG ganhou o sistema de freio combinado (CBS) e, na linha 2018, a suspensão dianteira SFF (Separated Function Fork) derivada das motos usadas nas competições off-road, o que melhorou o manuseio da veterana CG e trouxe mais robustez ao conjunto.  O chassi segue com a arquitetura Diamond, na qual o motor desempenha papel estrutural. Construído em chapa de aço estampado, ele é um dos componentes que ajudam a conferir resistência e longevidade para as motos da gama CG.Toda a linha CG tem três anos de garantia e sete trocas de óleo gratuitas e estará à disposição na rede de concessionárias a partir de setembro. Os preços públicos sugeridos com base São Paulo são os seguintes:CG 125i Fan - R$ 7.161CG 125i Cargo - R$ 7.165CG 160 Fan Cargo - R$ 9.035CG 160 Start - R$ 8.030 CG 160 Fan - R$ 9.035 CG 160 Titan - R$ 10.241     Honda CG 160 2019 Honda CG 160 2019 Honda CG 160 2019 Honda CG 160 2019 Honda CG 160 2019                                                                                     ","Moto mais vendida do Brasil, Honda CG estreia a linha 2019"
Redação,16/07/2018,https://www.motoo.com.br/triumph-celebra-bons-resultados-no-brasil/,motoo,"Triumph,Triumph no Brasil"," A Triumph do Brasil fechou seu ano fiscal 2018 (1º de julho de 2017 a 30 de junho de 2018) com um volume de 4.244 motocicletas vendidas no varejo, o que representou um crescimento de 9% sobre as 3.949 unidades comercializadas no ano fiscal anterior (1º de julho de 2016 a 30 de junho de 2017). “Com este resultado, fomos a subsidiária da Triumph com o maior crescimento no mundo”, afirma Waldyr Ferreira, General Manager da Triumph no Brasil. No mundo todo, a Triumph vendeu mais de 61.000 motocicletas.}Neste período, a fabricante inglesa atingiu, no Brasil, um market share no segmento de motocicletas premium (acima de 500 cc) de 13,7% - o terceiro mais elevado da marca no planeta, só perdendo para Inglaterra e Índia. Além disso, apesar da crise no mercado brasileiro, o desempenho da marca segue em alta também neste ano. Seu market share no primeiro semestre (janeiro a junho) já chegou a 14,2% e nos últimos dois meses (maio e junho) a Triumph ficou em terceiro lugar nas vendas nacionais dentro do seu segmento. Em algumas regiões, a marca já é líder de mercado, como Distrito Federal, Goiás, Grande Belo Horizonte (MG), Grande Porto Alegre (RS), Paraíba e São José dos Campos (SP).A linha de motocicletas Tiger, que disputa o segmento Adventure, foi um dos destaques da marca inglesa neste período no Brasil e no mundo. No Brasil, a Tiger 800 é líder de mercado pelo terceiro ano consecutivo, atingindo um volume de vendas de 1.171 motos comercializadas entre janeiro e junho. No ano fiscal 2018, a Tiger 800 teve 2.160 motos vendidas no Brasil, indicando um crescimento de 10,9% sobre as 1.948 motos obtidas no ano fiscal anterior.O segmento de big trails até 800 cc atingiu um volume de 4.400 motocicletas em 2017, crescendo cerca de 5% sobre o total comercializado em 2016. Em 2018, a expectativa é que este segmento acompanhe o crescimento projetado pela Abraciclo, atingindo em torno de 4.700 motos (uma alta em torno de 6%). Do total obtido em 2017, a linha Tiger 800 respondeu por cerca de 44% do segmento, com 1.848 unidades vendidas. Em 2018, com o lançamento da nova Tiger 800, a meta é superar 2.000 motos até dezembro, crescendo perto de 6% e mantendo sua liderança.As motocicletas clássicas também continuam com vendas em crescimento. No ano fiscal 2018, a Triumph vendeu 891 unidades desse segmento entre os diversos modelos disponíveis no Brasil, com destaque para a Street Twin, a mais vendida, com 257 unidades. No ano fiscal anterior, a marca havia vendido 621 clássicas no mercado nacional. O crescimento, portanto, foi de 43,4% - o maior da Triumph no Brasil neste período. Nos últimos dois anos, a Triumph foi a marca que mais lançou modelos clássicos em todo o mundo e, por isso, hoje já é reconhecida como um dos principais players deste segmento. “Temos qualidade, muita tradição e uma grande variedade de modelos para diferentes estilos de pilotagem. Queremos ser referência no segmento de motocicletas clássicas no mercado brasileiro”, explica Waldyr Ferreira. Quando se fala em tradição no setor, surge um dos principais diferenciais da Triumph no segmento de clássicas. Enquanto algumas marcas estão criando novos modelos com visual retrô, a Triumph relança modelos emblemáticos e de grande sucesso que fazem parte da sua longa história.",Triumph celebra bons resultados no Brasil
,20/07/2018,https://www.motoo.com.br/honda-e-panasonic-trabalham-em-motos-eletricas/,motoo,"Mobile Power Pack,Honda,Panasonic,motos elétricas","Com reconhecida atuação no segmento de motocicletas ao redor do mundo – e dominando com folga o setor no Brasil – a Honda se uniu com a Panasonic para criar um interessante sistema de compartilhamento de baterias para ser utilizado em motos. O fruto da parceria deverá ser aplicado inicialmente na Indonésia. Por meio de uma joint venture entre a Honda, a Panasonic e a Pacific Consultants, serão instalados pontos de recarga onde será possível retirar uma unidade do Mobile Power Pack completamente carregado (tipo de bateria intercambiável da Honda para veículos elétricos) e o usuário deixa a unidade da sua moto na mesma estação para ser carregada e utilizada por outro dono de motocicleta participante do programa.Jacarta, capital da Indonésia, foi escolhida por ser uma cidade que conta com vários incentivos do governo para o desenvolvimento de produtos elétricos, sejam eles motocicletas ou veículos de uma maneira geral, uma vez que a cidade sofre muito com elevados índices de poluição gerada pela queima dos combustíveis. Especificamente no caso das duas rodas, a Indonésia é o terceiro maior mercado de motocicletas no mundo.A previsão é que o sistema implantado pela HPP Energy Indonesia, como será chamada a joint venture das três empresas, passe a operar em dezembro deste ano. O experimento será subsidiado pela NEDO, a agência de desenvolvimento industrial e novas tecnologias do governo japonês.   Acima o Honda Mobile Power Pack Acima o modelo conceitual da estaÃƒÂ§ÃƒÂ£o de carregamento do Mobile Power Pack                                                                                    ",Honda e Panasonic trabalham em motos elétricas
