autor,dt_postagem,link,site,tags,texto,titulo
Thiago Moreno,15/10/2020,https://www.motoo.com.br/royal-enfield-ja-superou-as-vendas-de-2019-no-brasil/,motoo,"royal enfield,himalayan,classic,interceptor,vendas","Apesar de a operação da Royal Enfield no Brasil não ser grande, com apenas 10 concessionárias abertas em todo o país, a empresa vem demonstrando bons resultados. Segundo os dados da Fenabrave (Federação Nacional da Distribuição de Veículos Automotores), 2020 promete ser um ano bem positivo para a marca.Enquanto em 2019 a Royal Enfield acumulou a comercialização de 1.445 unidades de suas motocicletas no Brasil, os dados de 2020 até setembro mostraram que a empresa já vendeu 1.634 unidades no total. Não é a primeira vez que isso acontece. No ano passado, a marca superou o acumulado de 2018 (573 unidades) ainda em agosto.Com a operação tendo início por aqui ainda em 2017, a empresa focou seus esforços inicialmente na linha de clássicas, com os modelos Bullet 500, Classic 500 e Continental GT. Todas equipadas com um motor monocilíndrico de 499 cm³ de capacidade com arrefecimento a ar e comando de válvulas varetado. Apesar de charmosas, não apelavam a um público maior.Royal Enfield ClassicImagem: DivulgaçãoSaiba mais: Royal Enfield começa a pré-venda da Himalayan 2021 no BrasilNo início de 2019, a Royal Enfield iniciou a comercialização da Himalayan 410 no Brasil. A trail já trazia um motor de 411 cm³ e comando no cabeçote, enquanto o arrefecimento a ar recebeu o auxílio de um radiador de óleo. Com o segmento em alta, a moto ainda é o modelo da marca que mais vende por aqui, acumulando 645 unidades emplacadas entre janeiro e setembro de 2020.  Para comparação, a Classic 500 vendeu 345 unidades no mesmo período.A marca apresentou a nova linha de Twins ao Brasil no Salão Duas Rodas de 2019 com a introdução das Interceptor 650 e Continental GT 650. A dupla começou a ser vendida no início de 2020. Sozinha, a Interceptor já acumulou 456 unidades emplacadas neste ano. A marca já anunciou também o início da produção das duas motos na Argentina. Os modelos mantêm o visual clássico, mas possuem um novo bicilíndrico de 648 cm³ de operação mais suave e com capacidade de manter velocidades de rodovia com menos dificuldades.Royal Enfield Interceptor 650Imagem: Thiago Moreno",Royal Enfield já superou as vendas de 2019 no Brasil
Thiago Moreno,14/10/2020,https://www.motoo.com.br/royal-enfield-meteor-350-vai-atrasar-de-novo/,motoo,"royal enfield,meteor,350","Desde março, a imprensa indiana vem aguardando avidamente o lançamento da Royal Enfield Meteor 350. O modelo será uma nova opção com cara mais estradeira dentro da linha de clássicas da marca naquele país. A antiga Thunderbolt 350, que cumpria tal papel, foi descontinuada ainda no ano passado.De acordo com a imprensa indiana, o lançamento da Meteor 350 deveria ter ocorrido “muitos meses atrás”. No entanto, a Índia sofreu bastante com a pandemia durante o primeiro semestre. Com isso, a expectativa era de que a novidade seria lançada em setembro ou outubro. Rivais como Benelli, Jawa e até mesmo a Honda, com a recém-lançada CB 350 indiana, já estavam prontas para a competição.Saiba mais: Royal Enfield confirma nova Himalayan para o BrasilPorém, o lançamento atrasou mais uma vez. Apesar de praticamente todas as informações técnicas, versões e até os preços já terem sido vazados, a Royal Enfield não conseguirá lançar a Meteor 350 tão cedo. A culpa ainda é da pandemia, que tem limitado o fornecimento de componentes para a fábrica da empresa. Agora, a imprensa indiana aposta em um lançamento no meio de novembro, após o “Festival das Luzes”, grande feriado religioso da Índia que acontece no dia 14 do próximo mês.O que se sabe até agora a respeito da nova Royal Enfield Meteor é que a novidade terá um novo motor de 349 cm³ de capacidade, mantendo-se como monocilíndrico e fornecendo 20,2 cv de potência a 6.100 rpm e 2,7 kgfm de torque a 4.000 rpm. O arrefecimento deverá ser a ar, com auxílio de radiador de óleo. A moto terá três versões: Fireball, Stellar e Supernova. Entre os equipamentos estarão disponíveis freios com ABS e painel digital com conectividade via Bluetooth, possibilitando navegação passo a passo.Royal Enfield Meteor deve atrasar novamenteImagem: Reprodução Rush Lane",Royal Enfield Meteor 350 vai atrasar (de novo)
Thiago Moreno,13/10/2020,https://www.motoo.com.br/ex-rival-da-cg-apache-chega-a-4-milhoes-de-unidades-fabricadas/,motoo,"dafra,apache,rtr 200,tvs","Desde 2009, a Dafra monta e vende no Brasil o modelo Apache. Inicialmente com motor 150 e, no últimos anos, na versão RTR Apache 200. A street é um projeto originalmente idealizado pela TVS, uma das maiores montadoras de motocicletas da Índia, desde 2005. Agora, em outubro, o modelo atingiu um marco histórico.Desde o início da produção na Índia há 15 anos, os modelos da família Apache chegaram a 4 milhões de unidades produzidas globalmente, incluindo os modelos vendidos no Brasil pela Dafra. Em seu país de origem, a TVS Apache tem versões street e esportivas carenada com motorizações variando entre 160 e 310. Saiba mais: confira a avaliação da Dafra NH 190, nova rival da Honda Bros 160A indiano também foi a responsável pelo desenvolvimento em conjunto com a BMW para os modelos G 310 R e G 310 GS da alemã. Usando a mesma arquitetura básica e propulsor, a TVS oferece na Índia uma Apache RR 310, que pode ser considerada a versão esportiva carenada da G 310 R.No Brasil, a Dafra Apache 150 surgiu como uma rival para a Honda CG. Depois de alguns anos, a empresa nacional mudou de estratégia. Em 2017 exibiu a RTR Apache 200. O modelo permanece em linha hoje custando R$ 13.490 com motor maior e mais apelo esportivo. O monocilíndrico de 197,7 cm³ entrega 21 cv de potência e 1,8 kgfm de torque. De série, já traz itens como freios de acionamento combinado e painel de instrumentos digital.Atual Apache RTR 200 montada no Brasil pela DafraImagem: Divulgação","Ex-rival da CG, Apache chega a 4 milhões de unidades fabricadas"
Thiago Moreno,06/10/2020,https://www.motoo.com.br/futuro-da-ducati-no-grupo-vw-ainda-e-incerto/,motoo,"ducati,grupo vw,volkswagen","A Volkswagen vem nos últimos anos empreendendo uma grande mudança de filosofia. A marca está partindo para um futuro onde pretende construir apenas veículos que não poluem, como os elétricos. Com isso, marcas de supercarros e motos de alto desempenho dentro do Grupo Volkswagen podem ser vendidas. Além de Bugatti e Lamborghini, a Ducati também estaria em risco.Em novembro de 2020, o comitê de altos executivos do grupo se reunirá para decidir o destino das três marcas. Segundo reportou a Agência Reuters, citando pessoas com altos cargos na empresa, a Volkswagen está em meio a um processo de renovação mirando a eletrificação de seus produtos. Com isso, ter marcas focadas em performance com veículos de alta performance, como a Ducati, não faria mais sentido.Saiba mais: Ducati confirma preço da nova Multistrada 950 S no BrasilHerbert Diess, atual CEO da VW, informou à publicação que “considerando a disrupção pela qual o mercado está passando, devemos nos focar e perguntar o que essa transformação significará para cada parte do grupo”. O executivo adicionou ainda que “as marcas precisam ser avaliadas sob o prisma de novas demandas. Seja eletrificação, penetração de mercado, digitalização ou conectividade dos veículos. Há novos espaços de atuação e cada marca precisa achar seu novo lugar”.Houve um tempo em que os três grandes grupos automotivos alemães (VW, BMW e Mercedes-Benz) tinham alguma atuação no setor de duas rodas. A BMW tem a divisão Motorrad, enquanto a Mercedes já foi acionista da MV Agusta. A questão agora é esperar para saber se a Volkswagen manterá a Ducati sob seu guarda-chuva apenas para ter um braço no segmento de motocicletas ou se assumirá o papel exclusivo de fabricante de carros elétricos.Ducati Multistrada 950 2021Imagem: Divulgação",Futuro da Ducati no Grupo VW ainda é incerto
Thiago Moreno,14/10/2020,https://www.motoo.com.br/novas-kawasaki-ninja-650-e-z650-sao-lancadas-no-brasil/,motoo,"kawasaki,ninja,z650,650,2021","A Kawasaki do Brasil anunciou a chegada da linha 2021 dos modelos Ninja 650 e Z650. A dupla de esportivas da marca, respectivamente carenada e naked, terá a comercialização iniciada em novembro em nosso mercado. Os preços já foram definidos: a Kawasaki Ninja 650 2021 custará R$ 39.990, enquanto a nova Z650 2021 sairá por a partir de R$ 37.490, valor que pode chegar a R$ 39.990 dependendo da cor. Os preços não incluem frete.Começando pelas mudanças da naked, a nova Z650 ganhou novo farol, que ocupa agora uma área maior da dianteira e lhe confere um visual mais agressivo. Por sua vez, a nova Ninja 650 teve a carenagem retrabalhada nas laterais, com o acréscimo de uma entrada de ar na dianteira acima dos faróis, além de uma bolha com formato mais aerodinâmico. As duas possuem iluminação com lâmpadas de LED.Saiba mais: Kawasaki revela a nova Versys 1000 SPara a naked da Kawasaki, o tanque de combustível foi redesenhado, ganhando um formato mais estreito e privilegiando a posição das pernas do piloto. Outra mudança para as duas motos está no assento. Ele foi reformulado e ganhou espuma mais espessa. Agora são 5 mm a mais no centro e 10 mm nas laterais. Os novos bancos possuem 790 mm de altura em relação ao solo.As novas Z650 e Ninja 650 2021 ganharam ainda painel de instrumentos digital com tela TFT de 4,3 polegadas e integração com o aplicativo Kawasaki Rideology, que interliga a motocicleta com o smartphone de seu proprietário via Bluetooth. Com ele, é possível visualizar dados da pilotagem e da telemetria da moto, como consumo, temperatura do óleo, entre outras, de maneira remota.A dupla traz o mesmo motor. Trata-se de um propulsor bicilíndrico de 649 cm³ de capacidade com arrefecimento a líquido. Ele entrega potência máxima de 68 cv a 8.000 rpm e 6.7 kgfm de torque em 8.000 giros. A transmissão é mecânica de seis velocidades e manteve a embreagem deslizante e assistida, sistema que evita travamento da roda traseira e oferece mais suavidade nas trocas de marcha.Kawasaki Z650 2021Imagem: Divulgação",Novas Kawasaki Ninja 650 e Z650 são lançadas no Brasil
Thiago Moreno,06/10/2020,https://www.motoo.com.br/honda-cb-650r-passa-por-atualizacoes-na-europa/,motoo,"honda,cb 650r,2021","A Honda apresentou a nova família CB 650 no mercado brasileiro em julho. Fora do Brasil, por outro lado, a marca acaba de lançar a linha 2021 da naked de média cilindrada, a CB 650R. Com a sua chegada, a moto passou por atualizações no acerto do motor, além de ganhar novo conjunto de suspensão e um painel de instrumentos repensado.Uma das diferenças mais importantes está no propulsor. A Honda CB 650R 2021 agora se encaixa nas normas Euro 5 de emissões na Europa. Para isso, recebeu alterações como nova configuração da central eletrônica e mudança no tempo de abertura das válvulas, entre outras. Segundo a marca, os dados de desempenho não mudaram. A moto permanece entregando 95 cv de potência e 6,42 kgfm de torque. No Brasil, a naked entrega 88,4 cv e 6,13 kgfm por conta de diferenças de acerto em relação ao nosso combustível. Saiba mais: conheça todos os detalhes da linha 2020 da Honda CB 650 no BrasilEnquanto a CB 650R 2020 utilizava uma suspensão dianteira Showa FF com garfo invertido, a linha 2021 da naked da Honda lança mão de um garfo invertido Showa SFF BP de 41 mm. É o mesmo conjunto usado pela CB 1000R, abrigando todas as funções de amortecimento em um dos lados, enquanto o outro fica com as molas. A marca promete um rodar mais leve e confortável.A Honda fez mudanças no display de instrumentos, usando fontes mais largas, alterando o ângulo da tela e usando luz de fundo mais contrastante. O novo painel também traz um indicador da marcha e de troca. Sob o assento, foi adicionada uma tomada USB-C. Agora toda a iluminação é em LED, incluindo as setas. No mercado global, a Honda CB 650R ganhará a cor cinza perolizada Smoky, além das já disponíveis preto metálico “Matt Gunpowder”, azul metálico “Matt Jeans” e vermelho metálico “Candy Chromosphere”.Honda CB 650R 2021Imagem: Divulgação",Honda CB 650R passa por atualizações na Europa
Thiago Moreno,07/10/2020,https://www.motoo.com.br/nova-honda-cb-350-pode-ganhar-opcoes-esportivas/,motoo,"honda,cb 350,índia,hness","Ainda não tem uma semana que a Honda apresentou na Índia a H’ness CB 350. A nova moto será a principal arma da marca nipônica para desafiar o reinado da Royal Enfield naquele mercado entre os modelos premium com apelo clássico. Até o momento, a empresa já afirmou que a novidade terá duas configurações: DLX e DLX Pro.No entanto, o site indiano Gaadi Waadi afirma que a Honda já trabalha naquele país em ao menos duas opções extras. A primeira delas seria um modelo com visual mais próximo das café racer, com bolha aerodinâmica no farol, guidão mais baixo e banco reto com a garupa coberta. A outra seria uma derivação RS, mais esportiva e oferecida como topo de linha.Saiba mais: Honda CB 650R passa por atualizações para 2021Enquanto os rumores não se confirmam, a nova Honda H’ness CB 350 foi lançada e deve começar a chegar nas lojas em breve. A marca não deu todos os detalhes, mas afirmou que a novidade terá preços partindo de 195.000 rúpias, ou cerca de R$ 14,8 mil na conversão direta. Entre os equipamentos disponíveis estarão elementos como pisca-alerta, freio a disco nas duas rodas, controle de tração, freios ABS e conectividade via Bluetooth.Usando um chassi desenvolvido pela Honda exclusivamente para a CB 350, a moto é dotada de um propulsor monocilíndrico com 348 cm³ com arrefecimento a ar. Sua potência máxima declarada é de 21 cv, enquanto o torque é de 3 kgfm. Para comparação, a Royal Enfield Classic 350 indiana tem 20 cv e 2,8 kgfm. Honda Hness CB 350Imagem: Divulgação",Nova Honda CB 350 pode ganhar opções esportivas
Thiago Moreno,07/10/2020,https://www.motoo.com.br/nova-honda-hornet-veja-a-opiniao-de-quem-ja-andou/,motoo,"honda,hornet,2.0,impressões","No final do mês de agosto, a Honda voltou a oferecer no mercado indiano a Hornet. Sem ligação com a naked de média cilindrada já oferecida no Brasil, a novidade ganhou o sufixo 2.0 para representar a substituição do motor 160 pelo 190. Respectivamente, são os mesmos propulsores das nossas CG 160 e XRE 190. Na Índia, a novidade custa a partir de 127.000 rúpias, ou cerca de R$ 9,7 mil na conversão direta.O motivo da mudança do motor foi a entrada em vigor de novas regras de emissões de poluentes e a novidade deve começar a chegar nas lojas de lá em breve. O site Autocar India já pilotou a nova Hornet 2.0 e viu que a Honda usou a oportunidade para se destacar das demais. Enquanto as concorrentes apenas adaptaram seus produtos para as novas regras, a nipônica lançou uma moto completamente renovada.Saiba mais: Honda CB 650R recebe alterações na EuropaHonda Hornet 2.0 190 ÍndiaImagem: DivulgaçãoUm dos pontos aprovados pela mídia indiana foi o visual. A nova Hornet 2.0 usa diversos elementos da Honda CB 190R europeia, abusando dos ângulos fortes. O tanque largo de 12 litros e as aletas laterais, junto à suspensão com bengalas invertidas, dão um ar de esportiva à moto, destacando-a das rivais que têm porte mais urbano. A lanterna traseira em formato de X também recebeu elogios.Entre os itens de série, foi elogiado o painel com fundo contrastante, similar ao utilizado pela CG 160 Titan brasileira. No entanto, na Honda Hornet 2.0, oferece ajuste de brilho, indicador de marcha e medição de tensão da bateria. Enquanto o pisca-alerta foi considerado uma boa adição, os indianos gostaram mesmo da posição de pilotagem, ligeiramente esportiva por conta das pedaleiras recuadas.O que eles não gostaram foi o fato de a moto oferecer sistema ABS apenas para o freio dianteiro, que ainda exigia bastante curso no manete para frear. A Hornet 2.0 também padeceu de um acabamento fraco, onde os painéis plásticos e aletas pareciam frágeis. Os espelhos, pintados na cor da moto, não tinham uma boa finalização.O motor da Honda Hornet 2.0 é monocilíndrico com arrefecimento a ar e 184,4 cm³ de capacidade. Ele é capaz de entregar 17,2 cv de potência e 1,64 kgfm de torque. O câmbio é mecânico com cinco marchas. Os engates eram leves e precisos e a relação era um pouco curta. O jornalista reportou ter saído de segunda marcha no farol sem problemas.A dinâmica da Hornet 2.0 é o principal destaque da nova Hornet na opinião dos indianos. Enquanto o motor tem operação suave e é bastante elástico na entrega de força, está a par das rivais. O que separa a Honda das demais é que, apesar dos 142 kg de peso, a moto se mostrou muito ágil e pronta para efetuar mudanças rápidas de direção, reforçando o apelo esportivo proposto pela marca.Na conclusão, a mídia apontou que a Hornet 2.0 será uma boa oportunidade para a Honda ganhar terreno sobre as grandes marcas locais, pois seu produto é realmente diferente das demais rivais. A moto é uma das mais baratas de sua categoria e ainda fornece um rodar prazeroso em um segmento onde as demais são utilitárias.Honda Hornet 2.0 190 indianaImagem: Divulgação",Nova Honda Hornet: veja a opinião de quem já andou
Thiago Moreno,07/10/2020,https://www.motoo.com.br/ducati-multistrada-v4-comeca-a-ser-fabricada/,motoo,"ducati,multistrada,v4","A Ducati está aos poucos revelando pequenos detalhes da nova Multistrada V4. A grande aventureira da marca italiana deverá contar com uma versão “amansada” do motor de quatro cilindros em V encontrado na superesportiva Panigale V4. Agora, a empresa anunciou que deu início à produção das primeiras unidades da maior Multistrada da história na Itália.Além de uma imagem da moto na linha de montagem em Borgo Panigale (ITA), a Ducati mostrou uma foto da nova Multistrada V4 parcialmente camuflada sendo pilotada na terra. É possível ver que a novidade guardará muitas das características visuais das atuais aventureiras da marca italiana, mas com pequenas alterações para acomodar o novo propulsor maior.Saiba mais: futuro da Ducati dentro do Grupo Volkswagen é incertoDucati Multistrada V4 terá motor de quatro cilindros em V da PanigaleImagem: DivulgaçãoPorém, foi a tecnologia o elemento mais destacado pela Ducati. Enquanto a marca ainda não anunciou os dados técnicos da Multistrada V4, informou que a moto contará não com um, mas dois radares de auxílio à condução. O primeiro será montado na dianteira, entre os faróis, enquanto o segundo será instalado na traseira, logo abaixo da lanterna.Cada um dos radares pesa 190 gramas e são fornecidos pela Bosch. De acordo com a Ducati, o radar dianteiro ficará encarregado de coordenar o sistema de controle de cruzeiro adaptativo da moto. Com o sistema acionado, a Multistrada V4 será capaz de frear ou acelerar sozinha entre velocidades de 30 km/h a 160 km/h dependendo da distância em relação ao veículo da frente. Já o radar traseiro será responsável pelo sistema de monitoramento de ponto cego da moto.Ducati Multistrada V4 contará com radares dianteiro e traseiroImagem: Divulgação",Ducati Multistrada V4 começa a ser fabricada
Thiago Moreno,08/10/2020,https://www.motoo.com.br/novo-suzuki-burgman-125-ganha-painel-digital/,motoo,"suzuki,burgman,125,street,índia","Ausente do mercado brasileiro há alguns anos, o Suzuki Burgman i 125 continuou sua carreira no mercado indiano com o nome Burgman Street. Agora, um pouco diferente do modelo que conhecemos, o scooter passou por algumas alterações relevantes naquele país, onde permanece sendo oferecido normalmente e custa 79.700 rúpias, ou cerca de R$ 6 mil na conversão direta da moeda.O novo Burgman 125 passou por alterações no motor para se adequar às novas regras de emissões de poluentes em vigor na Índia. No entanto, permanece oferecendo um monocilíndrico de 124 cm³ arrefecido a ar com comando simples no cabeçote para o acionamento das duas válvulas, tanto a de escape quanto a de admissão.Saiba mais: Suzuki e Haojue podem desenvolver nova V-Strom 160 em conjuntoA Suzuki declara que o novo Burgman indiano é capaz de entregar 8,7 cv de potência e 1 kgfm de torque, sendo associado a um câmbio automático de relações continuamente variáveis (CVT). Com injeção eletrônica, é exatamente o mesmo motor que equipou o nosso Burgman i 125, com os mesmos dados de desempenho.Outra mudança relevante aplicada ao no novo Suzuki Burgman 125 indiano foi a adoção de um painel digital com conectividade. Além de mostrar velocidade e rotação, a peça tem as funções de relógio, marcador de combustível e odômetro parcial. Também é possível parear um smartphone à moto, com exibição de instruções de rota no painel, aviso de ligação, nível de bateria do aparelho e chamada de emergência em caso de acidente.Painel digital do Suzuki Burgman Street 125Imagem: Divulgação",Novo Suzuki Burgman 125 ganha painel digital
Thiago Moreno,08/10/2020,https://www.motoo.com.br/honda-adv-150-em-breve-no-brasil-scooter-agrada-gringos/,motoo,"honda,adv 150,150,scooter,pcx","Com o mercado de scooters em alta, a Honda trouxe dois novos modelos ao Salão Duas Rodas do ano passado. Um era o Forza 300, enquanto o outro era o ADV 150. A Honda já confirmou que quer trazer a dupla para cá, ao mesmo tempo em que lida com as consequências da pandemia. No caso da última, a empresa espera que o lançamento ocorra ainda em 2020 por aqui.Enquanto isso não acontece, o Honda ADV 150 já é oferecido internacionalmente. Nos EUA, por exemplo, o scooter aventureiro com ares de X-ADV 750 custa US$ 4.300 (R$ 24 mil na conversão direta), ou US$ 600 (R$ 3,3 mil) a mais que o PCX 150. E por que essa comparação é importante? O motivo é simples. Sob a carenagem, ADV e PCX são a mesma moto.Saiba mais: Honda SH 300i está saindo com até R$ 3,6 mil de descontoHonda ADV 150Imagem: DivulgaçãoO chassi e o motor de ambos são os mesmos. No caso do propulsor, trata-se do mesmo monocilíndrico de 149 cm³ com arrefecimento a líquido do PCX nacional, que oferece 13,2 cv de potência e 1,38 kgfm de torque. No caso do ADV, o peso em ordem de marcha é de 133 kg. O câmbio também é automático CVT. Mas são as diferenças para o PCX que fazem do scooter aventureiro algo especial.Além de um conjunto de carenagens exclusivo, o Honda ADV 150 traz rodas de liga leve de 14 polegadas com pneus mais largos e de perfil mais agressivo que os do PCX. A suspensão também muda um pouco. O curso dos amortecedores sobe de 100 mm na dianteira e de 100 mm na traseira para, respectivamente, 130 mm e 119 mm. A suspensão traseira tem ainda um reservatório de fluído remoto, algo que o PCX não traz e que é mais comum em veículos fora-de-estrada.No mercado norte-americano, o site RevZilla já teve a oportunidade de andar no Honda ADV 150 e o modelo foi aprovado sem muitas restrições. Com o visual mais agressivo que o PCX, já se destacou nas ruas, não opinião da publicação, ao passo em que não perdia em nada em relação à praticidade típica dos scooters, mantendo 27 litros de armazenamento sob o banco e tomada para carregamento. O modelo já traz de série faróis de LED, painel de instrumentos digital e ABS para o freio dianteiro.Segundo o jornalista, o Honda ADV 150 surpreende na terra. Apesar de ser claro que não se trata de uma moto fora-de-estrada, ela “vai mais longe do que você imagina”, nas palavras da publicação. Na cidade, anda tão bem quanto o PCX, entregando bons números de consumo e um desempenho adequado à sua proposta. Outro item elogiado foi o acerto do câmbio CVT, de operação mais fluída e imperceptível. No entanto, a publicação concluiu que o grande trunfo do ADV sobre o PCX não está apenas no visual mais aprimorado, nem na lista de equipamentos. Enquanto as capacidades do scooter na terra são limitadas, fazem com que o Honda ADV 150 ande na cidade sem a menor preocupação com buracos, lombadas ou valetas. Assim, o investimento extra compensaria nos EUA. Porém, conforto em vias esburacadas pode ser um bom argumento de vendas também no mercado brasileiro.Honda ADV 150Imagem: Divulgação","Honda ADV 150: em breve no Brasil, scooter agrada gringos"
Thiago Moreno,08/10/2020,https://www.motoo.com.br/honda-sh-300i-tem-desconto-no-preco/,motoo,"honda,sh 300i,promoção,preço","Os interessados em adquirir um Honda SH 300i vão encontrar condições especiais. Durante o mês de outubro, a marca está realizando uma promoção para seu scooter intermediário. Nesse período, os compradores contarão com desconto de R$ 3.600. Assim, o modelo tabelado em R$ 23.590 sairá por R$ 19.990.Além do preço menor, quem comprar um SH 300i no mês de outubro terá direito a um ano de seguro gratuito por meio da Seguros Honda. As condições são válidas até 31/10 apenas para o modelo de entrada. No caso da apólice, ela será feita mediante a análise e aprovação de perfil do cliente antes da finalização do processo de compra.Saiba mais: Kymco confirma preço do scooter AK550 no BrasilO Honda SH 300i conta ainda com mais uma configuração no Brasil, a Sport. Em relação ao modelo de entrada, traz apliques pretos no escudo frontal, detalhes pretos no farol. emblema SH pintado de vermelho. Além deles, a versão mais cara agrega ainda garfos, rodas, alças do garupa e suporte de bagageiro pintados de preto. Seu preço é de R$ 24.090.As duas configurações do Honda SH 300i contam com a mesma motorização. Trata-se de um propulsor monocilíndrico de 279,1 cm³ de capacidade, com injeção eletrônica e movido apenas a gasolina. Ele é capaz de entregar 25,9 cv de potência e 2,7 kgfm de torque. O câmbio é sempre automático do tipo CVT.Honda SH 300i 2020Imagem: Divulgação",Honda SH 300i tem desconto no preço
Thiago Moreno,09/10/2020,https://www.motoo.com.br/nova-bmw-g-310-r-2021-e-lancada/,motoo,"bmw,g 310 r,g310r,naked,2021,lançamento","A BMW apresentou ao mundo a nova G 310 GS na última semana. Com isso, começou a expectativa para o lançamento da G 310 R, variante naked da plataforma de entrada da marca bávara que foi desenvolvida em conjunto com a indiana TVS. Agora, a empresa alemã finalmente revelou os detalhes e alterações para sua pequena esportiva.A nova BMW G 310 R 2021 foi apresentada no mercado indiano, um dos mais importantes para a dupla de motos. A naked passou pelas mesmas alterações da G 310 GS, com um novo visual, mais opções de cores, uma atualização mecânica para atender a regras de emissões de poluentes mais restritivas e uma nova embreagem. A G 310 R 2021 custa por lá a partir de 245.000 rúpias (R$ 18,5 mil), enquanto a G 310 GS sai por 285.000 rúpias (R$ 21,6 mil).Saiba mais: pensando em uma naked? Veja nossa avaliação da Honda CB 250F TwisterBMW G 310 R 2021Imagem: DivulgaçãoVisualmente, os apêndices plásticos da naked foram levemente revisados, enquanto o farol está mais angulado e um pouco mais baixo. O quadro também passa a ser pintado de vermelho e a BMW dá a opção de pintura para as rodas também. Entre os itens de série, o modelo, assim como a G 310 GS, passa a contar com manete de embreagem regulável, iluminação total por lâmpadas de LED e luz diurna de LED.O motor monocilíndrico de 313 cm³ com arrefecimento a líquido ainda é o mesmo, entregando 24 cv de potência e 2,8 kgfm de torque. No entanto, a BMW adotou na G 310 R uma nova embreagem que promete ser mais leve na operação e diminuir o risco de travar a roda traseira em reduções. Agora, a naked faz uso do sistema de acelerador eletrônico, com respostas mais rápidas e capacidade de regular melhor a marcha lenta com o motor frio. Com tais mudanças, a BMW afirma que a G 310 GS segue as novas regras Euro 5 de emissões de poluentes.BMW G 310 R 2021Imagem: Divulgação",Nova BMW G 310 R 2021 é lançada
Thiago Moreno,09/10/2020,https://www.motoo.com.br/scooter-peugeot-ganha-edicao-especial/,motoo,"peugeot,django,125,scooter","A história da Peugeot está muito ligada aos automóveis da marca. No entanto, pouca gente sabe que a empresa já existe há 210 anos fabricando de tudo, até pimenteiros. O braço de motocicletas da marca francesa também é pouco lembrado, mas é relevante não só na Europa como também no continente asiático.Dentro dos planos de reestruturação do Grupo PSA (Peugeot-Citroën) a subsidiária de motos e scooters da empresa foi totalmente adquirida pelos indianos da Mahindra ainda em 2019. Porém, não é a mudança de mãos que vai impedir os modelos de duas rodas de celebrar esse marco histórico do nome Peugeot.Saiba mais: Peugeot deve lançar novas motos com estilo retrô em breveA marca anunciou uma série especial comemorativa da data para o pequeno Peugeot Django 125. Trata-se da 210th Anniversary Edition. Serão apenas 21 unidades construídas e cada uma trará um esquema de pintura tricolor, mesclando azul e branco nas carenagens com vermelho no banco. São as cores da bandeira da França. Os assentos trazem acabamento de couro, peças separadas para piloto e garupa e costura em formato de diamante. Já as rodas de liga leve de 12 polegadas são pintadas de branco.A empresa divulgou os preços apenas no mercado japonês por enquanto, onde cada unidade custará 437.800 ienes, ou cerca de R$ 23 mil na conversão direta da moeda. Mecanicamente, a edição limitada traz o mesmo conjunto das versões normais do Django 125. O motor é um monocilíndrico de 125 com arrefecimento a ar. Ele entrega 10,1 cv de potência e 0,89 kgfm de torque. O câmbio é sempre automático do tipo CVT.Peugeot Django 125 210th AnniversaryImagem: Divulgação",Scooter Peugeot ganha edição especial
Thiago Moreno,06/10/2020,https://www.motoo.com.br/bmw-revela-a-r-1250-gs-2021-com-serie-especial-40-years-gs/,motoo,"bmw,gs,r 1250 gs,2021","Em julho, a linha de motos aventureiras GS da BMW completou 40 anos. Para comemorar o lançamento original da primeira R 80 GS, a marca mostrou séries comemorativas para os modelos F 750 GS, F 850 GS e F 850 GS Adventure. No entanto, a R 1250 GS, herdeira direta da R 80 GS, tinha ficado de fora.Não mais, pois a BMW Motorrad aguardou a chegada da linha 2021 e apresentou na Europa a R 1250 GS “40 Years GS”, dando o tratamento de edição limitada para a maior aventureira da linha. Visualmente, a série especial agrega rodas raiadas com aros de alumínio dourado, protetores de punho amarelos, protetor de motor, para-brisa amarelo, pintura preta com detalhes amarelos e banco em dois tons mesclando preto e amarelo.Saiba mais: BMW apresentou a nova G 310 GS 2021BMW R 1250 GS 2021. Ao centro, uma R 80 GS.Imagem: DivulgaçãoA nova BMW R 1250 GS 2021 acrescenta alguns equipamentos em relação ao modelo 2020 que substituiu. Entre eles estão o controle de tração dinâmico com foco no fora de estrada, ABS Pro (com ajuste para terra), modo de condução ECO, tomadas de energia USB e 12V e, dependendo da configuração, a moto já traz bagageiro de aço inoxidável. Entre os opcionais estão assistente de partida em rampa, chamada de emergência em caso de acidente, guidão elevado em 30 mm, faróis de LED adaptativos, luz diurna de LED, piscas multifuncionais e aquecimento para os bancos.O que não mudou foi a mecânica. Assim como sempre foi desde a R 80 GS, a nova R 1250 GS traz um motor de dois cilindros contrapostos com 1.254 cm³ de capacidade. Ele é capaz de entregar 136 cv de potência máxima e 14,5 kgfm de torque. A BMW lança mão do sistema ShiftCam nesse motor, que é responsável por variar a abertura e fechamento de válvulas.",BMW revela a R 1250 GS 2021 com série especial ''40 Years GS''
